tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
SC1-10a_LP-DIR-T-12	SC1-10a_LP-DIR-T	SC1-10a	3.5	358.3	8.5	0	0	0.0	0.0	11	853.0	This study	hargrave 2021-02-28 11:35:46	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-4.2.24-1	3.4500000000000005e-08	3.76e-10	2.09e-09	4.669999999999999e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-13	SC1-10a_LP-DIR-T	SC1-10a	2.9	355.6	8.0	0	0	0.0	0.0	12	863.0	This study	hargrave 2021-03-01 10:15:00	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-4.2.24-1	3.42e-08	5.03e-10	1.7399999999999996e-09	3.21e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-14	SC1-10a_LP-DIR-T	SC1-10a	1.4	0.6	13.0	0	0	0.0	0.0	13	873.0	This study	hargrave 2021-03-01 15:15:16	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-4.2.24-1	3.73e-08	3.66e-10	8.88e-10	3.02e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-15	SC1-10a_LP-DIR-T	SC1-10a	3.2	7.7	10.5	0	0	0.0	0.0	14	883.0	This study	hargrave 2021-03-02 10:46:57	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-4.2.24-1	3.67e-08	2.7999999999999996e-10	2.07e-09	2.75e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-16	SC1-10a_LP-DIR-T	SC1-10a	3.4	6.7	14.5	0	0	0.0	0.0	15	893.0	This study	hargrave 2021-03-02 16:50:22	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-4.2.24-1	3.43e-08	3.17e-10	2.02e-09	2.4400000000000004e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-17	SC1-10a_LP-DIR-T	SC1-10a	8.0	6.5	11.1	0	0	0.0	0.0	16	903.0	This study	hargrave 2021-03-03 10:24:38	LT-T-Z:LP-DIR-T	g	17	u	8	273			pmagpy-4.2.24-1	3.2200000000000004e-08	6.02e-10	4.48e-09	3.09e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-18	SC1-10a_LP-DIR-T	SC1-10a	3.5	2.0	11.1	0	0	0.0	0.0	17	913.0	This study	hargrave 2021-03-03 15:45:21	LT-T-Z:LP-DIR-T	g	18	u	8	273			pmagpy-4.2.24-1	3.14e-08	4.26e-10	1.91e-09	2.7999999999999996e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-19	SC1-10a_LP-DIR-T	SC1-10a	2.5	1.7	11.4	0	0	0.0	0.0	18	923.0	This study	hargrave 2021-03-04 13:14:40	LT-T-Z:LP-DIR-T	g	19	u	8	273			pmagpy-4.2.24-1	2.71e-08	5.879999999999999e-10	1.12e-09	4.19e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-20	SC1-10a_LP-DIR-T	SC1-10a	4.8	2.9	-2.6	0	0	0.0	0.0	19	933.0	This study	hargrave 2021-03-05 11:26:03	LT-T-Z:LP-DIR-T	g	20	u	8	273			pmagpy-4.2.24-1	1.81e-08	5.52e-10	1.47e-09	3.4299999999999995e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-21	SC1-10a_LP-DIR-T	SC1-10a	7.4	356.3	-0.5	0	0	0.0	0.0	20	937.0	This study	hargrave 2021-03-08 13:28:53	LT-T-Z:LP-DIR-T	g	21	u	8	273			pmagpy-4.2.24-1	2e-08	6.84e-10	2.55e-09	3.05e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-22	SC1-10a_LP-DIR-T	SC1-10a	7.8	15.3	-3.4	0	0	0.0	0.0	21	940.0	This study	hargrave 2021-03-09 10:13:59	LT-T-Z:LP-DIR-T	g	22	u	8	273			pmagpy-4.2.24-1	1.97e-08	8.92e-10	2.58e-09	2.72e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-23	SC1-10a_LP-DIR-T	SC1-10a	2.2	29.0	37.8	0	0	0.0	0.0	22	943.0	This study	hargrave 2021-03-09 15:12:51	LT-T-Z:LP-DIR-T	b	23	u	8	273			pmagpy-4.2.24-1	1.22e-08	4.13e-10	3.81e-10	1.43e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-24	SC1-10a_LP-DIR-T	SC1-10a	3.4	357.5	13.1	0	0	0.0	0.0	23	945.0	This study	hargrave 2021-03-10 14:23:28	LT-T-Z:LP-DIR-T	g	24	u	8	273			pmagpy-4.2.24-1	1.26e-08	4.24e-10	7.13e-10	2.22e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-25	SC1-10a_LP-DIR-T	SC1-10a	4.8	2.0	-8.5	0	0	0.0	0.0	24	947.0	This study	hargrave 2021-03-11 14:00:35	LT-T-Z:LP-DIR-T	g	25	u	8	273			pmagpy-4.2.24-1	1.04e-08	1.8700000000000003e-10	8.490000000000002e-10	2.12e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-26	SC1-10a_LP-DIR-T	SC1-10a	7.4	27.0	-3.5	0	0	0.0	0.0	25	949.0	This study	hargrave 2021-03-14 12:16:52	LT-T-Z:LP-DIR-T	g	26	u	8	273			pmagpy-4.2.24-1	8.77e-09	5.92e-10	9.8e-10	1.43e-10	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-27	SC1-10a_LP-DIR-T	SC1-10a	2.4	78.2	-32.2	0	0	0.0	0.0	26	951.0	This study	hargrave 2021-03-14 17:03:39	LT-T-Z:LP-DIR-T	g	27	u	8	273			pmagpy-4.2.24-1	5.63e-09	2.21e-10	1.09e-10	6.17e-11	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-28	SC1-10a_LP-DIR-T	SC1-10a	2.5	76.4	-30.1	0	0	0.0	0.0	27	953.0	This study	hargrave 2021-03-16 14:28:40	LT-T-Z:LP-DIR-T	g	28	u	8	273			pmagpy-4.2.24-1	3.79e-09	1.6199999999999998e-10	4.32e-11	3.23e-11	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-29	SC1-10a_LP-DIR-T	SC1-10a	1.9	215.8	-48.5	0	0	0.0	0.0	28	955.0	This study	hargrave 2021-03-19 12:30:53	LT-T-Z:LP-DIR-T	g	29	u	8	273			pmagpy-4.2.24-1	6.07e-09	1.2e-10	1.64e-10	8.099999999999999e-11	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-30	SC1-10a_LP-DIR-T	SC1-10a	3.2	299.2	11.7	0	0	0.0	0.0	29	957.0	This study	hargrave 2021-03-22 13:18:47	LT-T-Z:LP-DIR-T	g	30	u	8	273			pmagpy-4.2.24-1	2.44e-09	1.15e-10	8.63e-11	3.39e-11	SC1-10	SC1	Keweenaw Peninsula
SC1-10a_LP-DIR-T-31	SC1-10a_LP-DIR-T	SC1-10a	2.9	88.0	16.6	0	0	0.0	0.0	30	959.0	This study	hargrave 2021-03-23 12:34:00	LT-T-Z:LP-DIR-T	g	31	u	8	273			pmagpy-4.2.24-1	3.410000000000001e-09	1.7e-10	6.54e-11	3.79e-11	SC1-10	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-32	SC1-11a_LP-DIR-T	SC1-11a	1.4	263.8	-6.2	0	0	0.0	0.0	0	273.0	This study	hargrave 2021-02-21 13:30:41	LT-NO:LP-DIR-T	g	32	u	8	273			pmagpy-4.2.24-1	3.88e-08	8.44e-10	4.03e-10	4.13e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-33	SC1-11a_LP-DIR-T	SC1-11a	1.8	258.3	-17.9	0	0	0.0	0.0	1	373.0	This study	hargrave 2021-02-22 14:21:48	LT-T-Z:LP-DIR-T	g	33	u	8	273			pmagpy-4.2.24-1	3.65e-08	1.15e-09	4.05e-10	2.34e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-34	SC1-11a_LP-DIR-T	SC1-11a	1.1	242.5	-25.5	0	0	0.0	0.0	2	473.0	This study	hargrave 2021-02-23 09:09:11	LT-T-Z:LP-DIR-T	g	34	u	8	273			pmagpy-4.2.24-1	3.54e-08	6.23e-10	5.42e-10	2.27e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-35	SC1-11a_LP-DIR-T	SC1-11a	1.3	246.0	-24.8	0	0	0.0	0.0	3	573.0	This study	hargrave 2021-02-23 13:48:23	LT-T-Z:LP-DIR-T	g	35	u	8	273			pmagpy-4.2.24-1	3.56e-08	8.09e-10	8.33e-10	1.92e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-36	SC1-11a_LP-DIR-T	SC1-11a	3.1	237.0	-24.3	0	0	0.0	0.0	4	673.0	This study	hargrave 2021-02-24 10:29:31	LT-T-Z:LP-DIR-T	g	36	u	8	273			pmagpy-4.2.24-1	3.56e-08	1.58e-09	1.3699999999999998e-09	3.68e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-37	SC1-11a_LP-DIR-T	SC1-11a	1.1	239.0	-25.3	0	0	0.0	0.0	5	723.0	This study	hargrave 2021-02-24 15:27:34	LT-T-Z:LP-DIR-T	g	37	u	8	273			pmagpy-4.2.24-1	3.34e-08	6.02e-10	5.66e-10	3.06e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-38	SC1-11a_LP-DIR-T	SC1-11a	1.7	236.9	-25.3	0	0	0.0	0.0	6	773.0	This study	hargrave 2021-02-25 12:05:50	LT-T-Z:LP-DIR-T	g	38	u	8	273			pmagpy-4.2.24-1	3.24e-08	8.530000000000002e-10	7.59e-10	1.65e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-39	SC1-11a_LP-DIR-T	SC1-11a	2.5	238.8	-24.9	0	0	0.0	0.0	7	798.0	This study	hargrave 2021-02-25 17:18:38	LT-T-Z:LP-DIR-T	g	39	u	8	273			pmagpy-4.2.24-1	3.17e-08	1.31e-09	8.22e-10	1.79e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-40	SC1-11a_LP-DIR-T	SC1-11a	3.3	244.1	-25.7	0	0	0.0	0.0	8	823.0	This study	hargrave 2021-02-26 10:23:19	LT-T-Z:LP-DIR-T	g	40	u	8	273			pmagpy-4.2.24-1	3.16e-08	1.52e-09	1.06e-09	1.33e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-41	SC1-11a_LP-DIR-T	SC1-11a	1.7	244.6	-28.3	0	0	0.0	0.0	9	833.0	This study	hargrave 2021-02-26 15:35:41	LT-T-Z:LP-DIR-T	g	41	u	8	273			pmagpy-4.2.24-1	3.13e-08	7.580000000000001e-10	7.51e-10	1.95e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-42	SC1-11a_LP-DIR-T	SC1-11a	0.8	246.5	-27.0	0	0	0.0	0.0	10	843.0	This study	hargrave 2021-02-27 10:56:04	LT-T-Z:LP-DIR-T	g	42	u	8	273			pmagpy-4.2.24-1	3.15e-08	4.05e-10	3.98e-10	1.34e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-43	SC1-11a_LP-DIR-T	SC1-11a	1.9	245.6	-25.2	0	0	0.0	0.0	11	853.0	This study	hargrave 2021-02-28 11:38:32	LT-T-Z:LP-DIR-T	g	43	u	8	273			pmagpy-4.2.24-1	3.21e-08	8.609999999999998e-10	6.75e-10	1.41e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-44	SC1-11a_LP-DIR-T	SC1-11a	9.3	249.2	-27.2	0	0	0.0	0.0	12	863.0	This study	hargrave 2021-03-01 10:17:45	LT-T-Z:LP-DIR-T	b	44	u	8	273			pmagpy-4.2.24-1	3.27e-08	5.06e-09	1.8e-09	1.6299999999999998e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-45	SC1-11a_LP-DIR-T	SC1-11a	2.8	240.7	-26.5	0	0	0.0	0.0	13	863.0	This study	hargrave 2021-03-01 11:20:32	LT-T-Z:LP-DIR-T	g	45	u	8	273			pmagpy-4.2.24-1	3.32e-08	1.3900000000000002e-09	9.05e-10	1.83e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-46	SC1-11a_LP-DIR-T	SC1-11a	0.8	243.4	-34.6	0	0	0.0	0.0	14	873.0	This study	hargrave 2021-03-01 15:18:03	LT-T-Z:LP-DIR-T	g	46	u	8	273			pmagpy-4.2.24-1	3.27e-08	2.88e-10	5.55e-10	1.55e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-47	SC1-11a_LP-DIR-T	SC1-11a	2.6	241.4	-37.3	0	0	0.0	0.0	15	883.0	This study	hargrave 2021-03-02 10:49:13	LT-T-Z:LP-DIR-T	g	47	u	8	273			pmagpy-4.2.24-1	2.82e-08	9.77e-10	1.25e-09	2.18e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-48	SC1-11a_LP-DIR-T	SC1-11a	4.3	238.5	-37.1	0	0	0.0	0.0	16	893.0	This study	hargrave 2021-03-02 16:52:42	LT-T-Z:LP-DIR-T	g	48	u	8	273			pmagpy-4.2.24-1	2.71e-08	1.81e-09	9.14e-10	1.76e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-49	SC1-11a_LP-DIR-T	SC1-11a	2.9	255.3	-36.2	0	0	0.0	0.0	17	903.0	This study	hargrave 2021-03-03 10:27:23	LT-T-Z:LP-DIR-T	b	49	u	8	273			pmagpy-4.2.24-1	2.65e-08	1.34e-09	3.61e-10	1.31e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-50	SC1-11a_LP-DIR-T	SC1-11a	1.3	240.3	-34.0	0	0	0.0	0.0	18	913.0	This study	hargrave 2021-03-03 15:48:07	LT-T-Z:LP-DIR-T	g	50	u	8	273			pmagpy-4.2.24-1	2.16e-08	4.12e-10	3.32e-10	2.35e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-51	SC1-11a_LP-DIR-T	SC1-11a	4.8	237.1	-32.6	0	0	0.0	0.0	19	923.0	This study	hargrave 2021-03-04 13:18:12	LT-T-Z:LP-DIR-T	g	51	u	8	273			pmagpy-4.2.24-1	2.19e-08	1.58e-09	1.0300000000000002e-09	1.14e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-52	SC1-11a_LP-DIR-T	SC1-11a	2.6	209.8	-43.0	0	0	0.0	0.0	20	933.0	This study	hargrave 2021-03-05 11:30:26	LT-T-Z:LP-DIR-T	g	52	u	8	273			pmagpy-4.2.24-1	1.67e-08	3.9100000000000005e-10	6.5e-10	2.03e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-53	SC1-11a_LP-DIR-T	SC1-11a	1.4	227.5	-49.6	0	0	0.0	0.0	21	937.0	This study	hargrave 2021-03-08 13:32:26	LT-T-Z:LP-DIR-T	g	53	u	8	273			pmagpy-4.2.24-1	1.42e-08	2.4e-10	2.65e-10	1.51e-10	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-54	SC1-11a_LP-DIR-T	SC1-11a	1.5	230.2	-39.2	0	0	0.0	0.0	22	940.0	This study	hargrave 2021-03-09 10:16:45	LT-T-Z:LP-DIR-T	g	54	u	8	273			pmagpy-4.2.24-1	1.22e-08	2.56e-10	2.24e-10	8.959999999999999e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-55	SC1-11a_LP-DIR-T	SC1-11a	5.1	204.6	-39.1	0	0	0.0	0.0	23	943.0	This study	hargrave 2021-03-09 15:15:39	LT-T-Z:LP-DIR-T	g	55	u	8	273			pmagpy-4.2.24-1	6.74e-09	3.07e-10	5.21e-10	5.15e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-56	SC1-11a_LP-DIR-T	SC1-11a	1.4	179.5	-23.7	0	0	0.0	0.0	24	945.0	This study	hargrave 2021-03-10 14:27:52	LT-T-Z:LP-DIR-T	g	56	u	8	273			pmagpy-4.2.24-1	7.6e-09	1.4500000000000002e-10	1.6199999999999998e-10	6.709999999999999e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-57	SC1-11a_LP-DIR-T	SC1-11a	1.6	213.3	-49.1	0	0	0.0	0.0	25	947.0	This study	hargrave 2021-03-11 14:03:24	LT-T-Z:LP-DIR-T	g	57	u	8	273			pmagpy-4.2.24-1	5.63e-09	1.3000000000000002e-10	1e-10	3.28e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-58	SC1-11a_LP-DIR-T	SC1-11a	7.9	195.7	1.7	0	0	0.0	0.0	26	949.0	This study	hargrave 2021-03-14 12:20:25	LT-T-Z:LP-DIR-T	g	58	u	8	273			pmagpy-4.2.24-1	4.42e-09	2.62e-10	5.69e-10	2.49e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-59	SC1-11a_LP-DIR-T	SC1-11a	2.2	82.5	65.3	0	0	0.0	0.0	27	951.0	This study	hargrave 2021-03-14 17:06:25	LT-T-Z:LP-DIR-T	g	59	u	8	273			pmagpy-4.2.24-1	3.19e-09	1.04e-10	7.05e-11	4.36e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-60	SC1-11a_LP-DIR-T	SC1-11a	1.8	177.5	6.5	0	0	0.0	0.0	28	953.0	This study	hargrave 2021-03-16 14:31:07	LT-T-Z:LP-DIR-T	g	60	u	8	273			pmagpy-4.2.24-1	5.5e-09	1.39e-10	1.5900000000000002e-10	6.09e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-61	SC1-11a_LP-DIR-T	SC1-11a	1.6	248.9	40.3	0	0	0.0	0.0	29	955.0	This study	hargrave 2021-03-19 12:32:53	LT-T-Z:LP-DIR-T	g	61	u	8	273			pmagpy-4.2.24-1	2.64e-09	6.379999999999999e-11	8.09e-11	5.73e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-62	SC1-11a_LP-DIR-T	SC1-11a	1.4	304.4	-11.5	0	0	0.0	0.0	30	957.0	This study	hargrave 2021-03-22 13:20:53	LT-T-Z:LP-DIR-T	b	62	u	8	273			pmagpy-4.2.24-1	9.3e-09	1.88e-10	1.91e-10	7.029999999999999e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-11a_LP-DIR-T-63	SC1-11a_LP-DIR-T	SC1-11a	3.9	112.6	-27.9	0	0	0.0	0.0	31	959.0	This study	hargrave 2021-03-23 12:37:15	LT-T-Z:LP-DIR-T	b	63	u	8	273			pmagpy-4.2.24-1	6.659999999999999e-09	4.14e-10	1.84e-10	8.51e-11	SC1-11	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-64	SC1-12a_LP-DIR-T	SC1-12a	4.0	100.1	-25.0	0	0	0.0	0.0	0	273.0	This study	hargrave 2021-02-21 13:32:10	LT-NO:LP-DIR-T	g	64	u	8	273			pmagpy-4.2.24-1	2.4300000000000003e-08	1.6399999999999995e-09	6.01e-10	1.34e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-65	SC1-12a_LP-DIR-T	SC1-12a	6.0	98.7	-25.4	0	0	0.0	0.0	1	373.0	This study	hargrave 2021-02-22 14:23:17	LT-T-Z:LP-DIR-T	g	65	u	8	273			pmagpy-4.2.24-1	2.35e-08	2.45e-09	5.74e-10	2.35e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-66	SC1-12a_LP-DIR-T	SC1-12a	11.7	106.1	-27.5	0	0	0.0	0.0	2	473.0	This study	hargrave 2021-02-23 09:51:08	LT-T-Z:LP-DIR-T	b	66	u	8	273			pmagpy-4.2.24-1	2.26e-08	4.58e-09	1.15e-09	2.17e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-67	SC1-12a_LP-DIR-T	SC1-12a	2.2	96.8	-27.7	0	0	0.0	0.0	3	473.0	This study	hargrave 2021-02-23 10:51:01	LT-T-Z:LP-DIR-T	g	67	u	8	273			pmagpy-4.2.24-1	2.34e-08	8.14e-10	1.2e-09	1.8700000000000003e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-68	SC1-12a_LP-DIR-T	SC1-12a	6.8	95.1	-28.8	0	0	0.0	0.0	4	573.0	This study	hargrave 2021-02-23 13:49:38	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-4.2.24-1	2.25e-08	2.77e-09	5.36e-10	2.17e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-69	SC1-12a_LP-DIR-T	SC1-12a	4.7	92.2	-29.3	0	0	0.0	0.0	5	673.0	This study	hargrave 2021-02-24 10:30:43	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-4.2.24-1	2.19e-08	1.76e-09	5.07e-10	2.24e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-70	SC1-12a_LP-DIR-T	SC1-12a	1.7	88.6	-31.2	0	0	0.0	0.0	6	723.0	This study	hargrave 2021-02-24 15:28:46	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-4.2.24-1	2.17e-08	5.79e-10	4.58e-10	2.22e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-71	SC1-12a_LP-DIR-T	SC1-12a	4.7	86.1	-32.7	0	0	0.0	0.0	7	773.0	This study	hargrave 2021-02-25 12:07:02	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-4.2.24-1	2.05e-08	1.66e-09	4.57e-10	1.67e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-72	SC1-12a_LP-DIR-T	SC1-12a	1.3	84.1	-32.4	0	0	0.0	0.0	8	798.0	This study	hargrave 2021-02-25 17:19:54	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-4.2.24-1	2.01e-08	3.48e-10	5.07e-10	1.4699999999999998e-10	SC1-12	SC1	Keweenaw Peninsula
SC1-12a_LP-DIR-T-73	SC1-12a_LP-DIR-T	SC1-12a	2.1	78.5	-35.6	0	0	0.0	0.0	9	823.0	This study	hargrave 2021-02-26 10:24:47	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-4.2.24-1	1.8e-08	5.52e-10	5.15e-10	1.14e-10	SC1-12	SC1	Keweenaw Peninsula
